quest,shape,stage,report_row,counters,stage_gates,reward_projection,kill_route_kinds,kill_route_targets,migration_repair,field_alignment_problems,monster_alignment_problems,noop_kill_routes,unresolved_monsters,verdict,html_steps,html_file,legacy_handler,legacy_var0_writes
3043,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,lf2a_salivadoredq_46_an,COUNTER_CHAIN_OK,,,,
3045,COUNTER_CHAIN,,,SECTION_0<7;SECTION_1<3,SECTION_5==0,var0=7;var1=3,counter-grid,,False,,,,"lf2a_kuillusre_46_an,lf2a_maidengolemre_46_an",COUNTER_CHAIN_OK,,,,
3046,COUNTER_CHAIN,,,SECTION_0<8;SECTION_1<5,SECTION_5==0,var0=8;var1=5,counter-grid,,False,,,,"lf2a_calydonassassin_47_an,lf2a_calydonmage_47_an",COUNTER_CHAIN_OK,,,,
3051,COUNTER_CHAIN,,,SECTION_0<8;SECTION_1<5,SECTION_5==0,var0=8;var1=5,counter-grid,,False,,,,"lf2a_calydonassassin_49_an,lf2a_calydonmage_49_an",COUNTER_CHAIN_OK,,,_30514Reian_Last_Hope.java,1;1;qs.getQuestVarById(0;1
3052,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<4,SECTION_5==0,var0=5;var1=4,counter-grid,,False,,,,"lf2a_calydonassassinh_48_an,lf2a_calydonmageh_48_an",COUNTER_CHAIN_OK,,,,
3075,COUNTER_CHAIN,,,SECTION_0<8;SECTION_1<7,SECTION_5==0,var0=8;var1=7,counter-grid,,False,,,,"lf2a_basilisk_45_an,lf2a_dionaeared_45_an",COUNTER_CHAIN_OK,,,_30751Death_To_The_Dragon_Lord.java,1;1;3;1
3079,COUNTER_CHAIN,,,SECTION_0<6;SECTION_1<7,SECTION_5==0,var0=6;var1=7,counter-grid,,False,,,,"lf2a_cyclopslava_46_an,lf2a_evileye_46_an",COUNTER_CHAIN_OK,,,,
3080,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<7,SECTION_5==0,var0=5;var1=7,counter-grid,,False,,,,"lf2a_cyclopsservant_48_an,lf2a_maidengolemy_48_an",COUNTER_CHAIN_OK,,,_30800The_Hall_Of_Tenacity.java,1
3094,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,lf2a_centipede_49_an,COUNTER_CHAIN_OK,,,,
3097,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,idlf2a_holyservantvioletnmd_50_ah,COUNTER_CHAIN_OK,,,,
3098,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,idlf2a_beholderkeynmd_43_ae,COUNTER_CHAIN_OK,,,,
3105,COUNTER_CHAIN,,,SECTION_0<8;SECTION_1<8,SECTION_5==0,var0=8;var1=8,kill-routes,a0b1;a0b2;a0b3;a0b4;a0b5;a0b6;a0b7;a0b8;a1b0;a1b1;a1b2;a1b3;a1b4;a1b5;a1b6;a1b7;a1b8;a2b0;a2b1;a2b2;a2b3;a2b4;a2b5;a2b6;a2b7;a2b8;a3b0;a3b1;a3b2;a3b3;a3b4;a3b5;a3b6;a3b7;a3b8;a4b0;a4b1;a4b2;a4b3;a4b4;a4b5;a4b6;a4b7;a4b8;a5b0;a5b1;a5b2;a5b3;a5b4;a5b5;a5b6;a5b7;a5b8;a6b0;a6b1;a6b2;a6b3;a6b4;a6b5;a6b6;a6b7;a6b8;a7b0;a7b1;a7b2;a7b3;a7b4;a7b5;a7b6;a7b7;a7b8;a8b0;a8b1;a8b2;a8b3;a8b4;a8b5;a8b6;a8b7;a8b8,False,,,kill-routes-only,"lf2a_kalnif_45_an,lf2a_scorpionrough_45_an",COUNTER_CHAIN_OK,,,,
3110,COUNTER_CHAIN,,,SECTION_0<4;SECTION_1<6,SECTION_5==0,var0=4;var1=6,counter-grid,,False,,,,"clodwormre2_21_an,gorgonre_21_an",COUNTER_CHAIN_OK,,,,
3111,COUNTER_CHAIN,,,SECTION_0<8;SECTION_1<7,SECTION_5==0,var0=8;var1=7,counter-grid,,False,,,,"lf2a_basilisk_45_an,lf2a_dionaeared_45_an",COUNTER_CHAIN_OK,,,,
3113,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,idlf2a_elementalkingnmd_50_ah,COUNTER_CHAIN_OK,,,,
3118,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter,reward,False,,,,adma_deathknightnamed_50_ah,COUNTER_CHAIN_OK,,,,
3120,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter,reward,False,,,,adma_lichhighnamedk_50_ae,COUNTER_CHAIN_OK,,,,
3121,COUNTER_CHAIN,,,SECTION_0<1;SECTION_1<1;SECTION_2<1;SECTION_3<1,SECTION_5==0,var0=1;var1=1;var2=1;var3=1,counter-grid,,False,,,,"lf2a_tesinonnamedq1_50_an,lf2a_tesinonnamedq2_50_an,lf2a_tesinonnamedq3_50_an,lf2a_tesinonnamedq4_50_an",COUNTER_CHAIN_OK,,,,
3213,COUNTER_CHAIN,,,SECTION_0<20,SECTION_5==0,var0=20,counter-grid,,False,,,,idship_shulackra_44_ae,COUNTER_CHAIN_OK,,,,
3307,COUNTER_CHAIN,,,SECTION_0<1;SECTION_1<1,SECTION_5==0,var0=1;var1=1,counter-grid,,False,,,,"lf2_lehparfinamedq_38_ae,lf2_lehparprnamedq_38_ae",COUNTER_CHAIN_OK,,,,
3308,COUNTER_CHAIN,,,SECTION_0<1;SECTION_1<1,SECTION_5==0,var0=1;var1=1,counter-grid,,False,,,,"lf2_lehparasnamedq_39_ae,lf2_lehparwinamedq_39_ae",COUNTER_CHAIN_OK,,,,
3309,COUNTER_CHAIN,,,SECTION_0<1;SECTION_1<1,SECTION_5==0,var0=1;var1=1,counter-grid,,False,,,,"lf2_lehparknnamedq_40_ae,lf2_lehparranamedq_40_ae",COUNTER_CHAIN_OK,,,,
3311,COUNTER_CHAIN,,,SECTION_0<6;SECTION_1<4,SECTION_5==0,var0=6;var1=4,counter-grid,,False,,,,"1c_elementalair2_29_ae,6c_elementalair3_31_ae",COUNTER_CHAIN_OK,,,,
3312,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,kill-chain,k10,False,,,,7c_elementalair3_32_ae,COUNTER_CHAIN_OK,,,,
3314,COUNTER_CHAIN,,,SECTION_0<7,SECTION_5==0,var0=7,counter-grid,,False,,,,frillfaimammale_22_an,COUNTER_CHAIN_OK,,,,
3315,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<5,SECTION_5==0,var0=5;var1=5,kill-chain;transition,a0b5;a1b0;a1b1;a1b2;a1b3;a1b4;a1b5;a2b0;a2b1;a2b2;a2b3;a2b4;a2b5;a3b0;a3b1;a3b2;a3b3;a3b4;a3b5;a4b0;a4b1;a4b2;a4b3;a4b4;a4b5;a5b0;a5b1;a5b2;a5b3;a5b4;a5b5,False,,,,"mandurib_23_an,mandurit_23_an",COUNTER_CHAIN_OK,,,,
3321,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,kill-chain,k10,False,,,,varanus_24_an,COUNTER_CHAIN_OK,,,,
3323,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<5,SECTION_5==0,var0=5;var1=5,counter-grid,,False,,,,"lehparas_25_an,lehparwa_25_an",COUNTER_CHAIN_OK,,,,
3324,COUNTER_CHAIN,,,SECTION_0<6;SECTION_1<4,SECTION_5==0,var0=6;var1=4,counter-grid,,False,,,,"baku_27_an,crestlich_27_an",COUNTER_CHAIN_OK,,,,
3325,COUNTER_CHAIN,,,SECTION_0<3;SECTION_1<3;SECTION_2<3,SECTION_5==0,var0=3;var1=3;var2=3,kill-chain;kill-routes;transition,a0b0c3;a0b1c0;a0b1c1;a0b1c2;a0b1c3;a0b2c0;a0b2c1;a0b2c2;a0b2c3;a0b3c0;a0b3c1;a0b3c2;a0b3c3;a1b0c0;a1b0c1;a1b0c2;a1b0c3;a1b1c0;a1b1c1;a1b1c2;a1b1c3;a1b2c0;a1b2c1;a1b2c2;a1b2c3;a1b3c0;a1b3c1;a1b3c2;a1b3c3;a2b0c0;a2b0c1;a2b0c2;a2b0c3;a2b1c0;a2b1c1;a2b1c2;a2b1c3;a2b2c0;a2b2c1;a2b2c2;a2b2c3;a2b3c0;a2b3c1;a2b3c2;a2b3c3;a3b0c0;a3b0c1;a3b0c2;a3b0c3;a3b1c0;a3b1c1;a3b1c2;a3b1c3;a3b2c0;a3b2c1;a3b2c2;a3b2c3;a3b3c0;a3b3c1;a3b3c2;a3b3c3,False,,,,"clodworm_30_an,condor_30_an,worm_30_an",COUNTER_CHAIN_OK,,,,
3327,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,firesanctuaryqueenboss_37_ae,COUNTER_CHAIN_OK,,,,
3328,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,rhinoce_33_an,COUNTER_CHAIN_OK,,,,
3329,COUNTER_CHAIN,,,SECTION_0<4;SECTION_1<6,SECTION_5==0,var0=4;var1=6,counter-grid,,False,,,,"hippolizardch_31_an,rhinoce_30_an",COUNTER_CHAIN_OK,,,_3329Dinners_On_Me.java,
3332,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,kill-chain,k10,False,,,,hippolizardch_33_an,COUNTER_CHAIN_OK,,,,
3333,COUNTER_CHAIN,,,SECTION_0<6,SECTION_5==0,var0=6,counter-grid,,False,,,,harpyhard_32_an,COUNTER_CHAIN_OK,,,,
3334,COUNTER_CHAIN,,,SECTION_0<3;SECTION_1<7,SECTION_5==0,var0=3;var1=7,counter-grid,,False,,,,"elementalair3_32_an,elementalair3_33_an",COUNTER_CHAIN_OK,,,,
3335,COUNTER_CHAIN,,,SECTION_0<7;SECTION_1<3,SECTION_5==0,var0=7;var1=3,counter-grid,,False,,,,"griffon_35_an,pretor_36_an",COUNTER_CHAIN_OK,,,,
3504,COUNTER_CHAIN,,,SECTION_0<4;SECTION_1<6,SECTION_5==0,var0=4;var1=6,counter-grid,,False,,,,"bookie_38_an,zombie_38_an",COUNTER_CHAIN_OK,,,,
3508,COUNTER_CHAIN,,,SECTION_0<7,SECTION_5==0,var0=7,counter-grid,,False,,,,vapor_41_an,COUNTER_CHAIN_OK,,,,
3511,COUNTER_CHAIN,,,SECTION_0<8,SECTION_5==0,var0=8,kill-chain,k8,False,,,,ettin_31_an,COUNTER_CHAIN_OK,,,,
3512,COUNTER_CHAIN,,,SECTION_0<6;SECTION_1<4,SECTION_5==0,var0=6;var1=4,counter-grid,,False,,,,"lehparknight_33_an,lehparwa_32_an",COUNTER_CHAIN_OK,,,,
3514,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,agrint_34_an,COUNTER_CHAIN_OK,,,,
3515,COUNTER_CHAIN,,,SECTION_0<6;SECTION_1<3,SECTION_5==0,var0=6;var1=3,counter-grid,,False,,,,"elementalearth2_34_an,elementalearth2_35_an",COUNTER_CHAIN_OK,,,,
3516,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,rottentree_34_an,COUNTER_CHAIN_OK,,,,
3517,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,kill-chain,k10,False,,,,xipetomove_36_an,COUNTER_CHAIN_OK,,,,
3519,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,fellialre_36_an,COUNTER_CHAIN_OK,,,,
3521,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,batre2_40_an,COUNTER_CHAIN_OK,,,,
3522,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,undeadlightwi_40_an,COUNTER_CHAIN_OK,,,,
3523,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,elementalwater3_43_an,COUNTER_CHAIN_OK,,,,
3524,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,spectre_44_an,COUNTER_CHAIN_OK,,,,
3525,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,undeadlightwi_43_an,COUNTER_CHAIN_OK,,,,
3526,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,kill-chain,k10,False,,,,waterworm_44_an,COUNTER_CHAIN_OK,,,,
3527,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,undeadlightfi_44_an_2,COUNTER_CHAIN_OK,,,,
3529,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,iddf3lp_lehpareleshamannmddq_45_ae,COUNTER_CHAIN_OK,,,,
3530,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,idlf3cl_lehparicaronixq_45_ah,COUNTER_CHAIN_OK,,,,
3531,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,idlf3ci_drakanpriestnamedq_48_ah,COUNTER_CHAIN_OK,,,,
3532,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,iddf3_drakanfibossd_50_ah,COUNTER_CHAIN_OK,,,,
3533,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,id5r_perfectwabossq_45_ae,COUNTER_CHAIN_OK,,,,
3534,COUNTER_CHAIN,,,SECTION_0<1;SECTION_1<1;SECTION_2<1,SECTION_5==0,var0=1;var1=1;var2=1,transition,a0b0c1;a0b1c0;a0b1c1;a1b0c0;a1b0c1;a1b1c0;a1b1c1,False,,,,"cherubim2wp3thnm_46_ah,cherubim3wp2ndnm_47_al,cherubim4wp1stnm_48_al",COUNTER_CHAIN_OK,,,,
3538,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,lf3mudthorn_33_an,COUNTER_CHAIN_OK,,,,
3541,COUNTER_CHAIN,,,SECTION_0<18,SECTION_5==0,var0=18,kill-chain,k18,False,,,,octasidere_34_an,COUNTER_CHAIN_OK,,,,
3543,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,catosre_34_an,COUNTER_CHAIN_OK,,,,
3713,COUNTER_CHAIN,,,SECTION_0<1;SECTION_1<20,SECTION_5==0,var0=1;var1=20,counter-grid,,False,,,,"idab1_dreadgion_lizardfi_50_ae,idab1_dreadgion_surkana_13",COUNTER_CHAIN_OK,,,,
3714,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,idab1_dreadgion_drakanrainspector_50_ah,COUNTER_CHAIN_OK,,,,
3716,COUNTER_CHAIN,,,SECTION_0<1;SECTION_1<1,SECTION_5==0,var0=1;var1=1,counter-grid,,False,,,,"idab1_dreadgion_surkana_1,idab1_dreadgion_surkana_4",COUNTER_CHAIN_OK,,,,
3733,COUNTER_CHAIN,,,SECTION_0<1;SECTION_1<1;SECTION_2<1;SECTION_3<1,SECTION_5==0,var0=1;var1=1;var2=1;var3=1,counter-grid,,False,,,,"mini_castle_bonedrake_26_ae,mini_castle_nagapriest_26_ae,mini_castle_nagawizarda_26_ae,mini_castle_nagawizardb_26_ae",COUNTER_CHAIN_OK,,,,
3977,COUNTER_CHAIN,,,SECTION_0<8,SECTION_5==0,var0=8,counter-grid,,False,,,,idlf1_nm_watergolem1_50_ah,COUNTER_CHAIN_OK,,,,
3978,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,idship_mandurigiantnmd_43_ah,COUNTER_CHAIN_OK,,,,
3979,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,idship_shulackcaptainnmd_46_ah,COUNTER_CHAIN_OK,,,,
4003,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<5,SECTION_5==0,var0=5;var1=5,counter-grid,,False,,,,"centipeded_21_an,curesspotd_20_an",COUNTER_CHAIN_OK,,,,
4005,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,merdionredd_21_n,COUNTER_CHAIN_OK,,,,
4007,COUNTER_CHAIN,,,SECTION_0<11;SECTION_1<11,SECTION_5==0,var0=11;var1=11,counter-grid,,False,,,,"zombiefarmerd_23_an,zombiemiddleaged_23_an",COUNTER_CHAIN_OK,,,,
4008,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,undeadporgussd_23_an,COUNTER_CHAIN_OK,,,,
4013,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<3;SECTION_2<3;SECTION_3<3,SECTION_5==0,var0=5;var1=3;var2=3;var3=3,counter-grid,,False,,,,"undeaddarkfid_23_an,undeaddarkprd_23_an,undeaddarkrad_24_an,undeaddarkwid_23_an",COUNTER_CHAIN_OK,,,,
4014,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,zombiefarmerdq_24_ae,COUNTER_CHAIN_OK,,,,
4017,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,lightdevawibossnmdd_25_ae,COUNTER_CHAIN_OK,,,,
4018,COUNTER_CHAIN,,,SECTION_0<20;SECTION_1<15,SECTION_5==0,var0=20;var1=15,kill-routes,a0b1;a0b10;a0b11;a0b12;a0b13;a0b14;a0b15;a0b2;a0b3;a0b4;a0b5;a0b6;a0b7;a0b8;a0b9;a10b0;a10b1;a10b10;a10b11;a10b12;a10b13;a10b14;a10b15;a10b2;a10b3;a10b4;a10b5;a10b6;a10b7;a10b8;a10b9;a11b0;a11b1;a11b10;a11b11;a11b12;a11b13;a11b14;a11b15;a11b2;a11b3;a11b4;a11b5;a11b6;a11b7;a11b8;a11b9;a12b0;a12b1;a12b10;a12b11;a12b12;a12b13;a12b14;a12b15;a12b2;a12b3;a12b4;a12b5;a12b6;a12b7;a12b8;a12b9;a13b0;a13b1;a13b10;a13b11;a13b12;a13b13;a13b14;a13b15;a13b2;a13b3;a13b4;a13b5;a13b6;a13b7;a13b8;a13b9;a14b0;a14b1;a14b10;a14b11;a14b12;a14b13;a14b14;a14b15;a14b2;a14b3;a14b4;a14b5;a14b6;a14b7;a14b8;a14b9;a15b0;a15b1;a15b10;a15b11;a15b12;a15b13;a15b14;a15b15;a15b2;a15b3;a15b4;a15b5;a15b6;a15b7;a15b8;a15b9;a16b0;a16b1;a16b10;a16b11;a16b12;a16b13;a16b14;a16b15;a16b2;a16b3;a16b4;a16b5;a16b6;a16b7;a16b8;a16b9;a17b0;a17b1;a17b10;a17b11;a17b12;a17b13;a17b14;a17b15;a17b2;a17b3;a17b4;a17b5;a17b6;a17b7;a17b8;a17b9;a18b0;a18b1;a18b10;a18b11;a18b12;a18b13;a18b14;a18b15;a18b2;a18b3;a18b4;a18b5;a18b6;a18b7;a18b8;a18b9;a19b0;a19b1;a19b10;a19b11;a19b12;a19b13;a19b14;a19b15;a19b2;a19b3;a19b4;a19b5;a19b6;a19b7;a19b8;a19b9;a1b0;a1b1;a1b10;a1b11;a1b12;a1b13;a1b14;a1b15;a1b2;a1b3;a1b4;a1b5;a1b6;a1b7;a1b8;a1b9;a20b0;a20b1;a20b10;a20b11;a20b12;a20b13;a20b14;a20b15;a20b2;a20b3;a20b4;a20b5;a20b6;a20b7;a20b8;a20b9;a2b0;a2b1;a2b10;a2b11;a2b12;a2b13;a2b14;a2b15;a2b2;a2b3;a2b4;a2b5;a2b6;a2b7;a2b8;a2b9;a3b0;a3b1;a3b10;a3b11;a3b12;a3b13;a3b14;a3b15;a3b2;a3b3;a3b4;a3b5;a3b6;a3b7;a3b8;a3b9;a4b0;a4b1;a4b10;a4b11;a4b12;a4b13;a4b14;a4b15;a4b2;a4b3;a4b4;a4b5;a4b6;a4b7;a4b8;a4b9;a5b0;a5b1;a5b10;a5b11;a5b12;a5b13;a5b14;a5b15;a5b2;a5b3;a5b4;a5b5;a5b6;a5b7;a5b8;a5b9;a6b0;a6b1;a6b10;a6b11;a6b12;a6b13;a6b14;a6b15;a6b2;a6b3;a6b4;a6b5;a6b6;a6b7;a6b8;a6b9;a7b0;a7b1;a7b10;a7b11;a7b12;a7b13;a7b14;a7b15;a7b2;a7b3;a7b4;a7b5;a7b6;a7b7;a7b8;a7b9;a8b0;a8b1;a8b10;a8b11;a8b12;a8b13;a8b14;a8b15;a8b2;a8b3;a8b4;a8b5;a8b6;a8b7;a8b8;a8b9;a9b0;a9b1;a9b10;a9b11;a9b12;a9b13;a9b14;a9b15;a9b2;a9b3;a9b4;a9b5;a9b6;a9b7;a9b8;a9b9,False,,,kill-routes-only,"bansheed_23_an,bookied_23_an",COUNTER_CHAIN_OK,,,,
4031,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<7,SECTION_5==0,var0=5;var1=7,kill-chain,a0b7;a1b7;a2b7;a3b7;a4b7;a5b0;a5b1;a5b2;a5b3;a5b4;a5b5;a5b6;a5b7,False,,,,"df2a_curesspotd_45_an,df2a_kalnifspotd_45_an",COUNTER_CHAIN_OK,,,,
4032,COUNTER_CHAIN,,,SECTION_0<6;SECTION_1<6,SECTION_5==0,var0=6;var1=6,kill-chain,a0b6;a1b6;a2b6;a3b6;a4b6;a5b6;a6b0;a6b1;a6b2;a6b3;a6b4;a6b5;a6b6,False,,,,"df2a_zombiemiddleaged_45_an,df2a_zombiemiddleagefd_45_an",COUNTER_CHAIN_OK,,,,
4039,COUNTER_CHAIN,,,SECTION_0<8;SECTION_1<4,SECTION_5==0,var0=8;var1=4,counter-grid,,False,,,,"df2a_varanusalligatord_45_an,df2a_varanusalligatord_47_an",COUNTER_CHAIN_OK,,,,
4040,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,df2a_varanusalligatornmdq_47_an,COUNTER_CHAIN_OK,,,,
4043,COUNTER_CHAIN,,,SECTION_0<6;SECTION_1<6,SECTION_5==0,var0=6;var1=6,kill-chain,a0b6;a1b6;a2b6;a3b6;a4b6;a5b6;a6b0;a6b1;a6b2;a6b3;a6b4;a6b5;a6b6,False,,,,"df2a_vampired_47_an,df2a_vampirenamedd_47_an",COUNTER_CHAIN_OK,,,,
4047,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,df2a_critonnameddq_49_an,COUNTER_CHAIN_OK,,,,
4048,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<7,SECTION_5==0,var0=5;var1=7,counter-grid,,False,,,,"df2a_brohumfrad_48_an,df2a_brohummfid_48_an",COUNTER_CHAIN_OK,,,,
4049,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<7,SECTION_5==0,var0=5;var1=7,counter-grid,,False,,,,"df2a_brohumfhighrad_49_an,df2a_brohummhighfid_49_an",COUNTER_CHAIN_OK,,,,
4055,COUNTER_CHAIN,,,SECTION_0<4;SECTION_1<8,SECTION_5==0,var0=4;var1=8,kill-chain,a0b8;a1b8;a2b8;a3b8;a4b0;a4b1;a4b2;a4b3;a4b4;a4b5;a4b6;a4b7;a4b8,False,,,,"df2a_tesinonseamanfid_47_an,df2a_trollkinseamanrad_47_an",COUNTER_CHAIN_OK,,,,
4058,COUNTER_CHAIN,,,SECTION_0<12,SECTION_5==0,var0=12,counter-grid,,False,,,,df2a_cyclopsworkerd_48_an,COUNTER_CHAIN_OK,,,,
4079,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<7,SECTION_5==0,var0=5;var1=7,counter-grid,,False,,,,"df2a_bonedraked_47_an,df2a_undeadlizardmanfi_47_an",COUNTER_CHAIN_OK,,,,
4083,COUNTER_CHAIN,,,SECTION_0<12,SECTION_5==0,var0=12,counter-grid,,False,,,,df2a_spakybutterflyd_47_n,COUNTER_CHAIN_OK,,,,
4093,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,transition,k1,False,,,,adma_deathknightnamed_50_ah,COUNTER_CHAIN_OK,,,,
4096,COUNTER_CHAIN,,,SECTION_0<10,SECTION_5==0,var0=10,counter-grid,,False,,,,df2a_elementalwater1curse_48_an,COUNTER_CHAIN_OK,,,,
4102,COUNTER_CHAIN,,,SECTION_0<6;SECTION_1<6,SECTION_5==0,var0=6;var1=6,kill-chain;transition,a0b6;a1b0;a1b1;a1b2;a1b3;a1b4;a1b5;a1b6;a2b0;a2b1;a2b2;a2b3;a2b4;a2b5;a2b6;a3b0;a3b1;a3b2;a3b3;a3b4;a3b5;a3b6;a4b0;a4b1;a4b2;a4b3;a4b4;a4b5;a4b6;a5b0;a5b1;a5b2;a5b3;a5b4;a5b5;a5b6;a6b0;a6b1;a6b2;a6b3;a6b4;a6b5;a6b6,False,,,,"df2a_frillfaimamswampd_45_an,df2a_frillfaimamswampd_47_an",COUNTER_CHAIN_OK,,,,
4103,COUNTER_CHAIN,,,SECTION_0<1,SECTION_5==0,var0=1,counter-grid,,False,,,,df2a_frillfaimamswampnamedq_48_an,COUNTER_CHAIN_OK,,,,
4106,COUNTER_CHAIN,,,SECTION_0<5;SECTION_1<4;SECTION_2<3,SECTION_5==0,var0=5;var1=4;var2=3,kill-chain;transition,a0b0c3;a0b1c0;a0b1c1;a0b1c2;a0b1c3;a0b2c0;a0b2c1;a0b2c2;a0b2c3;a0b3c0;a0b3c1;a0b3c2;a0b3c3;a0b4c0;a0b4c1;a0b4c2;a0b4c3;a1b0c0;a1b0c1;a1b0c2;a1b0c3;a1b1c0;a1b1c1;a1b1c2;a1b1c3;a1b2c0;a1b2c1;a1b2c2;a1b2c3;a1b3c0;a1b3c1;a1b3c2;a1b3c3;a1b4c0;a1b4c1;a1b4c2;a1b4c3;a2b0c0;a2b0c1;a2b0c2;a2b0c3;a2b1c0;a2b1c1;a2b1c2;a2b1c3;a2b2c0;a2b2c1;a2b2c2;a2b2c3;a2b3c0;a2b3c1;a2b3c2;a2b3c3;a2b4c0;a2b4c1;a2b4c2;a2b4c3;a3b0c0;a3b0c1;a3b0c2;a3b0c3;a3b1c0;a3b1c1;a3b1c2;a3b1c3;a3b2c0;a3b2c1;a3b2c2;a3b2c3;a3b3c0;a3b3c1;a3b3c2;a3b3c3;a3b4c0;a3b4c1;a3b4c2;a3b4c3;a4b0c0;a4b0c1;a4b0c2;a4b0c3;a4b1c0;a4b1c1;a4b1c2;a4b1c3;a4b2c0;a4b2c1;a4b2c2;a4b2c3;a4b3c0;a4b3c1;a4b3c2;a4b3c3;a4b4c0;a4b4c1;a4b4c2;a4b4c3;a5b0c0;a5b0c1;a5b0c2;a5b0c3;a5b1c0;a5b1c1;a5b1c2;a5b1c3;a5b2c0;a5b2c1;a5b2c2;a5b2c3;a5b3c0;a5b3c1;a5b3c2;a5b3c3;a5b4c0;a5b4c1;a5b4c2;a5b4c3,False,,,,"df2a_mutamantisd_45_n,df2a_spaklevioletd_45_n,df2a_spakybutterflyd_45_n",COUNTER_CHAIN_OK,,,,
