========================================
= 物品ID数据，由灰色枫叶GM工具自动生成 =
========================================
物品ID:100000001 名字:瑟库拉斯之剑      STR值：STR_SWORD_CIRCULOUS
物品ID:182216238 名字:魔族守护者急救箱      STR值：STR_QUEST_20112A
物品ID:182216239 名字:发微光的黏土      STR值：STR_QUEST_15692A
物品ID:182216240 名字:细小金块      STR值：STR_QUEST_15692B
物品ID:182216241 名字:埃兰迪尔之光      STR值：STR_QUEST_25692A
物品ID:182216242 名字:罗斯洛立安之土      STR值：STR_QUEST_25692B
物品ID:182216243 名字:天族补给品箱      STR值：STR_QUEST_10112B
物品ID:182216244 名字:魔族补给品箱      STR值：STR_QUEST_20112B
物品ID:182216245 名字:南瓜大王偷走的南瓜      STR值：STR_QUEST_80975A
物品ID:182216246 名字:黑暗术古特制提炼剂      STR值：STR_SHULACK_POTION_02
物品ID:182290000 名字:盖有印章的钢铁铸块      STR值：STR_ITEM_PART_WS_Q5000_A
物品ID:182290001 名字:盖有印章的钢铁铸块      STR值：STR_ITEM_PART_WS_Q5001_A
物品ID:182290002 名字:盖有印章的钢铁铸块      STR值：STR_ITEM_PART_WS_Q5002_A
物品ID:182290003 名字:盖有印章的钢铁铸块      STR值：STR_ITEM_PART_WS_Q5003_A
物品ID:182290004 名字:盖有印章的钢铁铸块      STR值：STR_ITEM_PART_WS_Q5004_A
物品ID:182290005 名字:盖有印章的铁棒      STR值：STR_ITEM_PART_WS_Q5005_A
物品ID:182290006 名字:坏了的钢铁战戟枪刃      STR值：STR_ITEM_PART_WS_Q5006_A
物品ID:182290007 名字:盖有印章的钢铁铸块      STR值：STR_ITEM_PART_WS_Q5007_A
物品ID:182290008 名字:盖有印章的钢铁铸块      STR值：STR_ITEM_PART_WS_Q5008_A
物品ID:182290009 名字:盖有印章的铁棒      STR值：STR_ITEM_PART_WS_Q5009_A
物品ID:182290010 名字:生锈了的钢铁短剑      STR值：STR_ITEM_PART_WS_Q5010_A
物品ID:182290011 名字:盖有印章的钛金属棒      STR值：STR_ITEM_PART_WS_Q5011_A
物品ID:182290012 名字:盖有印章的钛金属棒      STR值：STR_ITEM_PART_WS_Q5012_A
物品ID:182290013 名字:盖有印章的钛质铸块      STR值：STR_ITEM_PART_WS_Q5013_A
物品ID:182290014 名字:盖有印章的钛金属棒      STR值：STR_ITEM_PART_WS_Q5014_A
物品ID:182290015 名字:卷刃的钛质大剑      STR值：STR_ITEM_PART_WS_Q5015_A
物品ID:182290016 名字:盖有印章的钛质铸块      STR值：STR_ITEM_PART_WS_Q5016_A
物品ID:182290017 名字:盖有印章的钛金属棒      STR值：STR_ITEM_PART_WS_Q5017_A
物品ID:182290018 名字:盖有印章的钛金属棒      STR值：STR_ITEM_PART_WS_Q5018_A
物品ID:182290019 名字:盖有印章的钛质铸块      STR值：STR_ITEM_PART_WS_Q5019_A
物品ID:182290020 名字:破碎的探险家的战棍      STR值：STR_ITEM_PART_WS_Q5020_A
物品ID:182290021 名字:卷刃的探险家的长剑      STR值：STR_ITEM_PART_WS_Q5021_A
物品ID:182290022 名字:盖有印章的亚德曼金属棍棒      STR值：STR_ITEM_PART_WS_Q5022_A
物品ID:182290023 名字:盖有印章的亚德曼金属棍棒      STR值：STR_ITEM_PART_WS_Q5023_A
物品ID:182290024 名字:盖有印章的亚德曼金属棍棒      STR值：STR_ITEM_PART_WS_Q5024_A
物品ID:182290025 名字:弯曲的因特尔蒂卡短剑      STR值：STR_ITEM_PART_WS_Q5025_A
物品ID:182290026 名字:盖有印章的亚德曼金属棍棒      STR值：STR_ITEM_PART_WS_Q5026_A
物品ID:182290027 名字:盖有印章的亚德曼金属棍棒      STR值：STR_ITEM_PART_WS_Q5027_A
物品ID:182290028 名字:尘封的亚德曼金属短剑刃      STR值：STR_ITEM_PART_WS_Q5028_A
物品ID:182290029 名字:钝了的因特尔蒂卡战戟      STR值：STR_ITEM_PART_WS_Q5029_A
物品ID:182290030 名字:折断了的卫兵的长剑      STR值：STR_ITEM_PART_WS_Q5030_A
物品ID:182290031 名字:卷刃的蓝色舰队之短剑      STR值：STR_ITEM_PART_WS_Q5031_A
物品ID:182290032 名字:破碎的军团士兵之大剑      STR值：STR_ITEM_PART_WS_Q5032_A
物品ID:182290033 名字:歪了的守护骑士之战棍      STR值：STR_ITEM_PART_WS_Q5033_A
物品ID:182290034 名字:被破坏的十夫长之战戟      STR值：STR_ITEM_PART_WS_Q5034_A
物品ID:182290035 名字:锈蚀的西风之短剑      STR值：STR_ITEM_PART_WS_Q5035_A
物品ID:182290036 名字:卷刃的圣战之战戟      STR值：STR_ITEM_PART_WS_Q5036_A
物品ID:182290037 名字:被腐蚀的近卫兵之大剑      STR值：STR_ITEM_PART_WS_Q5037_A
物品ID:182290038 名字:生锈的极乐世界战棍      STR值：STR_ITEM_PART_WS_Q5038_A
物品ID:182290039 名字:弯曲的百夫长之长剑      STR值：STR_ITEM_PART_WS_Q5039_A
物品ID:182290040 名字:盖有印章的山铜铸块      STR值：STR_ITEM_PART_WS_Q5040_A
物品ID:182290041 名字:盖有印章的钢铁铸块      STR值：STR_ITEM_PART_AS_Q5100_A
物品ID:182290042 名字:盖有印章的小型钢板      STR值：STR_ITEM_PART_AS_Q5101_A
物品ID:182290043 名字:盖有印章的铁棒      STR值：STR_ITEM_PART_AS_Q5102_A
物品ID:182290044 名字:盖有印章的大型钢板      STR值：STR_ITEM_PART_AS_Q5103_A
物品ID:182290045 名字:盖有印章的大型钢板      STR值：STR_ITEM_PART_AS_Q5104_A
物品ID:182290046 名字:盖有印章的大型钢板      STR值：STR_ITEM_PART_AS_Q5105_A
物品ID:182290047 名字:盖有印章的钢铁铸块      STR值：STR_ITEM_PART_AS_Q5106_A
物品ID:182290048 名字:盖有印章的小型钢铁金属板      STR值：STR_ITEM_PART_AS_Q5107_A
物品ID:182290049 名字:盖有印章的中型钢铁金属板      STR值：STR_ITEM_PART_AS_Q5108_A
物品ID:182290050 名字:盖有印章的大型钢铁金属板      STR值：STR_ITEM_PART_AS_Q5109_A
物品ID:182290051 名字:碎裂的强化钢铁锁链硬甲      STR值：STR_ITEM_PART_AS_Q5110_A
物品ID:182290052 名字:盖有印章的钛质铸块      STR值：STR_ITEM_PART_AS_Q5111_A
物品ID:182290053 名字:盖有印章的小型钛质金属板      STR值：STR_ITEM_PART_AS_Q5112_A
物品ID:182290054 名字:盖有印章的中型钛质金属板      STR值：STR_ITEM_PART_AS_Q5113_A
物品ID:182290055 名字:盖有印章的大型钛质金属板      STR值：STR_ITEM_PART_AS_Q5114_A
物品ID:182290056 名字:锁链脱落的钛金属手套      STR值：STR_ITEM_PART_AS_Q5115_A
物品ID:182290057 名字:盖有印章的小型钛质金属板      STR值：STR_ITEM_PART_AS_Q5116_A
物品ID:182290058 名字:盖有印章的钛质铸块      STR值：STR_ITEM_PART_AS_Q5117_A
物品ID:182290059 名字:盖有印章的钛质铸块      STR值：STR_ITEM_PART_AS_Q5118_A
物品ID:182290060 名字:盖有印章的中型钛质金属板      STR值：STR_ITEM_PART_AS_Q5119_A
物品ID:182290061 名字:破损的钛质盾牌      STR值：STR_ITEM_PART_AS_Q5120_A
物品ID:182290062 名字:盖有印章的小型亚德曼金属板      STR值：STR_ITEM_PART_AS_Q5121_A
物品ID:182290063 名字:盖有印章的小型亚德曼金属板      STR值：STR_ITEM_PART_AS_Q5122_A
物品ID:182290064 名字:受损的亚德曼金属锁链腿甲      STR值：STR_ITEM_PART_AS_Q5123_A
物品ID:182290065 名字:断裂的亚德曼金属长靴      STR值：STR_ITEM_PART_AS_Q5124_A
物品ID:182290066 名字:断了的亚德曼金属锁链盔甲      STR值：STR_ITEM_PART_AS_Q5125_A
物品ID:182290067 名字:盖有印章的亚德曼金属铸块      STR值：STR_ITEM_PART_AS_Q5126_A
物品ID:182290068 名字:盖有印章的小型亚德曼金属板      STR值：STR_ITEM_PART_AS_Q5127_A
物品ID:182290069 名字:松散了的亚德曼金属硬甲      STR值：STR_ITEM_PART_AS_Q5128_A
物品ID:182290070 名字:碎裂的亚德曼金属胸甲      STR值：STR_ITEM_PART_AS_Q5129_A
物品ID:182290071 名字:部分熔化了的卫兵的盾牌      STR值：STR_ITEM_PART_AS_Q5130_A
物品ID:182290072 名字:破损的蓝色舰队之锁链手套      STR值：STR_ITEM_PART_AS_Q5131_A
物品ID:182290073 名字:歪了的军团士兵之金属硬甲      STR值：STR_ITEM_PART_AS_Q5132_A
物品ID:182290074 名字:破碎的守护骑士之金属护腿      STR值：STR_ITEM_PART_AS_Q5133_A
物品ID:182290075 名字:裂开的十夫长之金属头盔      STR值：STR_ITEM_PART_AS_Q5134_A
物品ID:182290076 名字:破了洞的守卫之盾牌      STR值：STR_ITEM_PART_AS_Q5135_A
物品ID:182290077 名字:断成几截的圣战之锁链盔甲      STR值：STR_ITEM_PART_AS_Q5136_A
物品ID:182290078 名字:被腐蚀的西风之金属长靴      STR值：STR_ITEM_PART_AS_Q5137_A
物品ID:182290079 名字:断了的近卫兵之锁链头盔      STR值：STR_ITEM_PART_AS_Q5138_A
物品ID:182290080 名字:乱刀砍过的百夫长之金属胸甲      STR值：STR_ITEM_PART_AS_Q5139_A
物品ID:182290081 名字:盖有印章的山铜金属丝      STR值：STR_ITEM_PART_AS_Q5140_A
物品ID:182290082 名字:获得的琉库棉      STR值：STR_ITEM_PART_TA_Q5200_A
物品ID:182290083 名字:获得的琉库棉      STR值：STR_ITEM_PART_TA_Q5201_A
物品ID:182290084 名字:获得的薄皮格      STR值：STR_ITEM_PART_TA_Q5202_A
物品ID:182290085 名字:获得的琉库棉      STR值：STR_ITEM_PART_TA_Q5203_A
物品ID:182290086 名字:获得的薄皮格板      STR值：STR_ITEM_PART_TA_Q5204_A
物品ID:182290087 名字:获得的琉库棉      STR值：STR_ITEM_PART_TA_Q5205_A
物品ID:182290088 名字:受损的薄皮靴      STR值：STR_ITEM_PART_TA_Q5206_A
物品ID:182290089 名字:获得的琉库棉      STR值：STR_ITEM_PART_TA_Q5207_A
物品ID:182290090 名字:获得的薄皮格板      STR值：STR_ITEM_PART_TA_Q5208_A
物品ID:182290091 名字:获得的琉库棉      STR值：STR_ITEM_PART_TA_Q5209_A
物品ID:182290092 名字:破损的薄皮帽      STR值：STR_ITEM_PART_TA_Q5210_A
物品ID:182290093 名字:获得的厚重的皮革      STR值：STR_ITEM_PART_TA_Q5211_A
物品ID:182290094 名字:获得的露西棉      STR值：STR_ITEM_PART_TA_Q5212_A
物品ID:182290095 名字:获得的露西棉      STR值：STR_ITEM_PART_TA_Q5213_A
物品ID:182290096 名字:获得的厚重的皮革板      STR值：STR_ITEM_PART_TA_Q5214_A
物品ID:182290097 名字:受损的露西长袍下衣      STR值：STR_ITEM_PART_TA_Q5215_A
物品ID:182290098 名字:获得的厚重的皮革板      STR值：STR_ITEM_PART_TA_Q5216_A
物品ID:182290099 名字:获得的露西棉      STR值：STR_ITEM_PART_TA_Q5217_A
物品ID:182290100 名字:获得的厚重的皮革板      STR值：STR_ITEM_PART_TA_Q5218_A
物品ID:182290101 名字:受损的露西长袍护肩护具      STR值：STR_ITEM_PART_TA_Q5219_A
物品ID:182290102 名字:表明受损的皮革手套      STR值：STR_ITEM_PART_TA_Q5220_A
物品ID:182290103 名字:获得的雷米棉      STR值：STR_ITEM_PART_TA_Q5221_A
物品ID:182290104 名字:获得的雷米棉      STR值：STR_ITEM_PART_TA_Q5222_A
物品ID:182290105 名字:被烤焦了的雷米长袍手套      STR值：STR_ITEM_PART_TA_Q5223_A
物品ID:182290106 名字:获得的结实的皮革板      STR值：STR_ITEM_PART_TA_Q5224_A
物品ID:182290107 名字:受损的雷米长袍上衣      STR值：STR_ITEM_PART_TA_Q5225_A
物品ID:182290108 名字:获得的结实的皮革      STR值：STR_ITEM_PART_TA_Q5226_A
物品ID:182290109 名字:断裂了的雷米的腰带      STR值：STR_ITEM_PART_TA_Q5227_A
物品ID:182290110 名字:获得的结实的皮革板      STR值：STR_ITEM_PART_TA_Q5228_A
物品ID:182290111 名字:破损的雷米长袍下衣      STR值：STR_ITEM_PART_TA_Q5229_A
物品ID:182290112 名字:底部受损的结实的皮靴      STR值：STR_ITEM_PART_TA_Q5230_A
物品ID:182290113 名字:破烂的蓝色舰队之额带      STR值：STR_ITEM_PART_TA_Q5231_A
物品ID:182290114 名字:破损的灵魂治愈师之长袍下衣      STR值：STR_ITEM_PART_TA_Q5232_A
物品ID:182290115 名字:破了洞的因特尔蒂卡皮革手套      STR值：STR_ITEM_PART_TA_Q5233_A
物品ID:182290116 名字:绽裂的神官之长袍下衣      STR值：STR_ITEM_PART_TA_Q5234_A
物品ID:182290117 名字:熏黑的西风之皮革护腿      STR值：STR_ITEM_PART_TA_Q5235_A
物品ID:182290118 名字:熏黑的圣战之长袍下衣      STR值：STR_ITEM_PART_TA_Q5236_A
物品ID:182290119 名字:破烂的近卫兵之皮革手套      STR值：STR_ITEM_PART_TA_Q5237_A
物品ID:182290120 名字:破损的极乐世界长袍上衣      STR值：STR_ITEM_PART_TA_Q5238_A
物品ID:182290121 名字:断裂了的百夫长的皮革腰带      STR值：STR_ITEM_PART_TA_Q5239_A
物品ID:182290122 名字:获得的坚韧的皮板      STR值：STR_ITEM_PART_TA_Q5240_A
物品ID:182290123 名字:粗糙的木杖      STR值：STR_ITEM_PART_HA_Q5300_A
物品ID:182290124 名字:盖有印章的比尔克木材      STR值：STR_ITEM_PART_HA_Q5301_A
物品ID:182290125 名字:盖有印章的比尔克木材      STR值：STR_ITEM_PART_HA_Q5302_A
物品ID:182290126 名字:盖有印章的银块      STR值：STR_ITEM_PART_HA_Q5303_A
物品ID:182290127 名字:盖有印章的比尔克角材      STR值：STR_ITEM_PART_HA_Q5304_A
物品ID:182290128 名字:盖有印章的比尔克木板      STR值：STR_ITEM_PART_HA_Q5305_A
物品ID:182290129 名字:盖有印章的银块      STR值：STR_ITEM_PART_HA_Q5306_A
物品ID:182290130 名字:盖有印章的比尔克木材      STR值：STR_ITEM_PART_HA_Q5307_A
物品ID:182290131 名字:盖有印章的比尔克木板      STR值：STR_ITEM_PART_HA_Q5308_A
物品ID:182290132 名字:盖有印章的比尔克角材      STR值：STR_ITEM_PART_HA_Q5309_A
物品ID:182290133 名字:折断了的银耳环      STR值：STR_ITEM_PART_HA_Q5310_A
物品ID:182290134 名字:盖有印章的犹科角材      STR值：STR_ITEM_PART_HA_Q5311_A
物品ID:182290135 名字:盖有印章的犹科木板      STR值：STR_ITEM_PART_HA_Q5312_A
物品ID:182290136 名字:盖有印章的金块      STR值：STR_ITEM_PART_HA_Q5313_A
物品ID:182290137 名字:断裂的粉水晶项链      STR值：STR_ITEM_PART_HA_Q5314_A
物品ID:182290138 名字:盖有印章的犹科角材      STR值：STR_ITEM_PART_HA_Q5315_A
物品ID:182290139 名字:盖有印章的金块      STR值：STR_ITEM_PART_HA_Q5316_A
物品ID:182290140 名字:盖有印章的犹科木板      STR值：STR_ITEM_PART_HA_Q5317_A
物品ID:182290141 名字:盖有印章的犹科角材      STR值：STR_ITEM_PART_HA_Q5318_A
物品ID:182290142 名字:盖有印章的犹科木板      STR值：STR_ITEM_PART_HA_Q5319_A
物品ID:182290143 名字:盖有印章的犹科角材      STR值：STR_ITEM_PART_HA_Q5320_A
物品ID:182290144 名字:盖有印章的榆木木板      STR值：STR_ITEM_PART_HA_Q5321_A
物品ID:182290145 名字:盖有印章的榆木木板      STR值：STR_ITEM_PART_HA_Q5322_A
物品ID:182290146 名字:破损的戒指      STR值：STR_ITEM_PART_HA_Q5323_A
物品ID:182290147 名字:盖有印章的榆木木板      STR值：STR_ITEM_PART_HA_Q5324_A
物品ID:182290148 名字:有裂缝的榆木法杖      STR值：STR_ITEM_PART_HA_Q5325_A
物品ID:182290149 名字:盖有印章的榆木木材      STR值：STR_ITEM_PART_HA_Q5326_A
物品ID:182290150 名字:盖有印章的榆木角材      STR值：STR_ITEM_PART_HA_Q5327_A
物品ID:182290151 名字:断裂了的白金耳环      STR值：STR_ITEM_PART_HA_Q5328_A
物品ID:182290152 名字:折断了的榆木弓      STR值：STR_ITEM_PART_HA_Q5329_A
物品ID:182290153 名字:扭曲的蓝色舰队之戒      STR值：STR_ITEM_PART_HA_Q5330_A
物品ID:182290154 名字:盖有印章的世界树木板      STR值：STR_ITEM_PART_HA_Q5331_A
物品ID:182290155 名字:盖有印章的世界树角材      STR值：STR_ITEM_PART_HA_Q5332_A
物品ID:182290156 名字:装饰已掉落的红宝石项链      STR值：STR_ITEM_PART_HA_Q5333_A
物品ID:182290157 名字:卷刃的因特尔蒂卡弓      STR值：STR_ITEM_PART_HA_Q5334_A
物品ID:182290158 名字:烧焦的圣殿之法杖      STR值：STR_ITEM_PART_HA_Q5335_A
物品ID:182290159 名字:坏了的秘银耳环      STR值：STR_ITEM_PART_HA_Q5336_A
物品ID:182290160 名字:弯曲的神官之腰带      STR值：STR_ITEM_PART_HA_Q5337_A
物品ID:182290161 名字:开裂的极乐世界法杖      STR值：STR_ITEM_PART_HA_Q5338_A
物品ID:182290162 名字:被腐蚀的百夫长之项链      STR值：STR_ITEM_PART_HA_Q5339_A
物品ID:182290163 名字:盖有印章的秘银铸块      STR值：STR_ITEM_PART_HA_Q5340_A
物品ID:182290164 名字:获得的萤火虫的发光体      STR值：STR_ITEM_PART_AL_Q5400_A
物品ID:182290165 名字:获得的铁棒      STR值：STR_ITEM_PART_AL_Q5401_A
物品ID:182290166 名字:获得的安杰丽卡花的果实      STR值：STR_ITEM_PART_AL_Q5402_A
物品ID:182290167 名字:获得的白色沙滩的沙子      STR值：STR_ITEM_PART_AL_Q5403_A
物品ID:182290168 名字:获得的龙蒿果实      STR值：STR_ITEM_PART_AL_Q5404_A
物品ID:182290169 名字:获得的石蜡      STR值：STR_ITEM_PART_AL_Q5405_A
物品ID:182290170 名字:获得的黄玉粉末      STR值：STR_ITEM_PART_AL_Q5406_A
物品ID:182290171 名字:获得的下级恢复药水      STR值：STR_ITEM_PART_AL_Q5407_A
物品ID:182290172 名字:获得的蛇颈龙的脂肪      STR值：STR_ITEM_PART_AL_Q5408_A
物品ID:182290173 名字:获得的下级精灵水      STR值：STR_ITEM_PART_AL_Q5409_A
物品ID:182290174 名字:断了的贝尔特伦宝珠      STR值：STR_ITEM_PART_AL_Q5410_A
物品ID:182290175 名字:获得的灯笼海棠      STR值：STR_ITEM_PART_AL_Q5411_A
物品ID:182290176 名字:获得的灯笼海棠      STR值：STR_ITEM_PART_AL_Q5412_A
物品ID:182290177 名字:获得的下级精神力恢复药水      STR值：STR_ITEM_PART_AL_Q5413_A
物品ID:182290178 名字:获得的八角茴香      STR值：STR_ITEM_PART_AL_Q5414_A
物品ID:182290179 名字:受损的开拓者之法书      STR值：STR_ITEM_PART_AL_Q5415_A
物品ID:182290180 名字:获得的八角茴香      STR值：STR_ITEM_PART_AL_Q5416_A
物品ID:182290181 名字:获得的八角茴香      STR值：STR_ITEM_PART_AL_Q5417_A
物品ID:182290182 名字:获得的岩浆精灵的碎片      STR值：STR_ITEM_PART_AL_Q5418_A
物品ID:182290183 名字:断了的埃尔特内宝珠      STR值：STR_ITEM_PART_AL_Q5419_A
物品ID:182290184 名字:被烧毁了的埃尔特内法书      STR值：STR_ITEM_PART_AL_Q5420_A
物品ID:182290185 名字:获得的锆石粉末      STR值：STR_ITEM_PART_AL_Q5421_A
物品ID:182290186 名字:获得的月长石粉末      STR值：STR_ITEM_PART_AL_Q5422_A
物品ID:182290187 名字:获得的天青石原石      STR值：STR_ITEM_PART_AL_Q5423_A
物品ID:182290188 名字:褪色了的探险家之法书      STR值：STR_ITEM_PART_AL_Q5424_A
物品ID:182290189 名字:暗淡的探险家之宝珠      STR值：STR_ITEM_PART_AL_Q5425_A
物品ID:182290190 名字:获得的蝎兽的毒囊      STR值：STR_ITEM_PART_AL_Q5426_A
物品ID:182290191 名字:获得的守护者合剂      STR值：STR_ITEM_PART_AL_Q5427_A
物品ID:182290192 名字:获得的攻城用火药      STR值：STR_ITEM_PART_AL_Q5428_A
物品ID:182290193 名字:断裂的因特尔蒂卡宝珠      STR值：STR_ITEM_PART_AL_Q5429_A
物品ID:182290194 名字:被消除了的因特尔蒂卡法书      STR值：STR_ITEM_PART_AL_Q5430_A
物品ID:182290195 名字:获得的加工好的奥德碎片      STR值：STR_ITEM_PART_AL_Q5431_A
物品ID:182290196 名字:被破坏的城门修理装置      STR值：STR_ITEM_PART_AL_Q5432_A
物品ID:182290197 名字:获得的发光的奥德      STR值：STR_ITEM_PART_AL_Q5433_A
物品ID:182290198 名字:破损的神官之法书      STR值：STR_ITEM_PART_AL_Q5434_A
物品ID:182290199 名字:裂开的圣战之宝珠      STR值：STR_ITEM_PART_AL_Q5435_A
物品ID:182290200 名字:碎裂的空中伏击箱子      STR值：STR_ITEM_PART_AL_Q5436_A
物品ID:182290201 名字:破碎的奇柏利斯克      STR值：STR_ITEM_PART_AL_Q5437_A
物品ID:182290202 名字:被破坏的空间移动石像      STR值：STR_ITEM_PART_AL_Q5438_A
物品ID:182290203 名字:丧失功能的守卫塔      STR值：STR_ITEM_PART_AL_Q5439_A
物品ID:182290204 名字:破烂的神圣保护者之法书      STR值：STR_ITEM_PART_AL_Q5440_A
物品ID:182290205 名字:获得的雪莉      STR值：STR_ITEM_PART_CO_Q5500_A
物品ID:182290206 名字:获得的齐尔利      STR值：STR_ITEM_PART_CO_Q5501_A
物品ID:182290207 名字:获得的库库勒      STR值：STR_ITEM_PART_CO_Q5502_A
物品ID:182290208 名字:获得的奥尔朱      STR值：STR_ITEM_PART_CO_Q5503_A
物品ID:182290209 名字:获得的比诺      STR值：STR_ITEM_PART_CO_Q5504_A
物品ID:182290210 名字:获得的野狼的生肉      STR值：STR_ITEM_PART_CO_Q5505_A
物品ID:182290211 名字:获得的梅拉      STR值：STR_ITEM_PART_CO_Q5506_A
物品ID:182290212 名字:获得的贝内拉      STR值：STR_ITEM_PART_CO_Q5507_A
物品ID:182290213 名字:获得的果果梅      STR值：STR_ITEM_PART_CO_Q5508_A
物品ID:182290214 名字:获得的菲斯勒酱      STR值：STR_ITEM_PART_CO_Q5509_A
物品ID:182290215 名字:获得的梅拉      STR值：STR_ITEM_PART_CO_Q5510_A
物品ID:182290216 名字:获得的蛇颈龙的生肉      STR值：STR_ITEM_PART_CO_Q5511_A
物品ID:182290217 名字:获得的库雷斯的生肉      STR值：STR_ITEM_PART_CO_Q5512_A
物品ID:182290218 名字:获得的考斯特草莓      STR值：STR_ITEM_PART_CO_Q5513_A
物品ID:182290219 名字:获得的胭脂鱼      STR值：STR_ITEM_PART_CO_Q5514_A
物品ID:182290220 名字:获得的小萝卜      STR值：STR_ITEM_PART_CO_Q5515_A
物品ID:182290221 名字:获得的露盘特的螯      STR值：STR_ITEM_PART_CO_Q5516_A
物品ID:182290222 名字:获得的黄鳍金枪鱼      STR值：STR_ITEM_PART_CO_Q5517_A
物品ID:182290223 名字:乡铃草莓      STR值：STR_ITEM_PART_CO_Q5518_A
物品ID:182290224 名字:获得的小南瓜      STR值：STR_ITEM_PART_CO_Q5519_A
物品ID:182290225 名字:获得的小南瓜      STR值：STR_ITEM_PART_CO_Q5520_A
物品ID:182290226 名字:获得的黄连鱼      STR值：STR_ITEM_PART_CO_Q5521_A
物品ID:182290227 名字:获得的提波里德的生肉      STR值：STR_ITEM_PART_CO_Q5522_A
物品ID:182290228 名字:获得的提波里德的生肉      STR值：STR_ITEM_PART_CO_Q5523_A
物品ID:182290229 名字:获得的格里芬的翅膀肉      STR值：STR_ITEM_PART_CO_Q5524_A
物品ID:182290230 名字:获得的乐芭果      STR值：STR_ITEM_PART_CO_Q5525_A
物品ID:182290231 名字:获得的佩利亚尔之种      STR值：STR_ITEM_PART_CO_Q5526_A
物品ID:182290232 名字:获得的茴香      STR值：STR_ITEM_PART_CO_Q5527_A
物品ID:182290233 名字:获得的麦格林鱼      STR值：STR_ITEM_PART_CO_Q5528_A
物品ID:182290234 名字:获得的龙蜥兽的生肉      STR值：STR_ITEM_PART_CO_Q5529_A
物品ID:182290235 名字:获得的绿姆果      STR值：STR_ITEM_PART_CO_Q5530_A
物品ID:182290236 名字:获得的世界树      STR值：STR_ITEM_PART_CO_Q5531_A
物品ID:182290237 名字:获得的蔓莓果      STR值：STR_ITEM_PART_CO_Q5532_A
物品ID:182290238 名字:获得的云凯尔贝      STR值：STR_ITEM_PART_CO_Q5533_A
物品ID:182290239 名字:获得的防风草      STR值：STR_ITEM_PART_CO_Q5534_A
物品ID:182290240 名字:获得的皮克鱼      STR值：STR_ITEM_PART_CO_Q5535_A
物品ID:182290241 名字:获得的欧卡果      STR值：STR_ITEM_PART_CO_Q5536_A
物品ID:182290242 名字:获得的加纳籽果实      STR值：STR_ITEM_PART_CO_Q5537_A
物品ID:182290243 名字:获得的云凯尔贝      STR值：STR_ITEM_PART_CO_Q5538_A
物品ID:182290244 名字:获得的蛇颈龙的生肉      STR值：STR_ITEM_PART_CO_Q5539_A
物品ID:182290245 名字:获得的酱格兰盖尔肉      STR值：STR_ITEM_PART_CO_Q5540_A
物品ID:182290246 名字:盖有印章的钛质铸块      STR值：STR_ITEM_PART_WS_Q5015_B
物品ID:182290247 名字:盖有印章的钛质铸块      STR值：STR_ITEM_PART_WS_Q5020_B
物品ID:182290248 名字:盖有印章的亚德曼金属棍棒      STR值：STR_ITEM_PART_WS_Q5025_B
物品ID:182290249 名字:盖有印章的大型亚德曼金属板      STR值：STR_ITEM_PART_WS_Q5026_B
物品ID:182290250 名字:盖有印章的亚德曼金属棍棒      STR值：STR_ITEM_PART_WS_Q5030_B
物品ID:182290251 名字:盖有印章的山铜棍棒      STR值：STR_ITEM_PART_WS_Q5034_B
物品ID:182290252 名字:盖有印章的山铜棍棒      STR值：STR_ITEM_PART_WS_Q5035_B
物品ID:182290253 名字:盖有印章的山铜棍棒      STR值：STR_ITEM_PART_WS_Q5040_B
物品ID:182290254 名字:盖有印章的大型钛质金属板      STR值：STR_ITEM_PART_AS_Q5120_B
物品ID:182290255 名字:盖有印章的亚德曼金属锁链      STR值：STR_ITEM_PART_AS_Q5123_B
物品ID:182290256 名字:盖有印章的小型亚德曼金属板      STR值：STR_ITEM_PART_AS_Q5124_B
物品ID:182290257 名字:盖有印章的亚德曼金属锁链      STR值：STR_ITEM_PART_AS_Q5125_B
物品ID:182290258 名字:盖有印章的大型亚德曼金属板      STR值：STR_ITEM_PART_AS_Q5126_B
物品ID:182290259 名字:盖有印章的亚德曼金属丝      STR值：STR_ITEM_PART_AS_Q5127_B
物品ID:182290260 名字:盖有印章的小型亚德曼金属板      STR值：STR_ITEM_PART_AS_Q5128_B
物品ID:182290261 名字:盖有印章的大型亚德曼金属板      STR值：STR_ITEM_PART_AS_Q5129_B
物品ID:182290262 名字:盖有印章的大型亚德曼金属板      STR值：STR_ITEM_PART_AS_Q5130_B
物品ID:182290263 名字:盖有印章的山铜铸块      STR值：STR_ITEM_PART_AS_Q5133_B
物品ID:182290264 名字:盖有印章的小型山铜金属板      STR值：STR_ITEM_PART_AS_Q5134_B
物品ID:182290265 名字:盖有印章的中型山铜金属板      STR值：STR_ITEM_PART_AS_Q5135_B
物品ID:182290266 名字:盖有印章的中型山铜铁丝      STR值：STR_ITEM_PART_AS_Q5136_B
物品ID:182290267 名字:盖有印章的小型山铜金属板      STR值：STR_ITEM_PART_AS_Q5138_B
物品ID:182290268 名字:盖有印章的小型山铜金属板      STR值：STR_ITEM_PART_AS_Q5139_B
物品ID:182290269 名字:盖有印章的大型山铜金属板      STR值：STR_ITEM_PART_AS_Q5140_B
物品ID:182290270 名字:获得的雷米棉      STR值：STR_ITEM_PART_TA_Q5223_B
