quest,file,field,delta,source,target,priority,declared_max,pre_bound,exact_matched,verdict,conditions
4718,4718.xml,var2,1,s1,s1,,8,7,True,OK,variable-below:var2=8
4718,4718.xml,var1,1,started,started,,3,2,True,OK,variable-below:var1=3
4718,4718.xml,var1,1,s1,s1,,3,2,True,OK,variable-below:var1=3
4725,4725.xml,var2,1,started,started,,15,14,True,OK,variable-below:var2=15
4725,4725.xml,var1,1,started,started,,6,5,True,OK,variable-below:var1=6
4922,4922.xml,var0,1,started,started,,10,9,False,OK,variable-below:var0=10
4923,4923.xml,var0,1,started,started,,10,9,False,OK,variable-below:var0=10
4924,4924.xml,var0,1,started,started,,10,9,False,OK,variable-below:var0=10
4925,4925.xml,var0,1,started,started,,10,9,False,OK,variable-below:var0=10
4926,4926.xml,var0,1,started,started,,10,9,False,OK,variable-below:var0=10
4927,4927.xml,var0,1,started,started,,10,9,False,OK,variable-below:var0=10
4928,4928.xml,var1,1,started,started,,10,9,False,OK,variable-below:var1=10
4929,4929.xml,var0,1,started,started,,10,9,False,OK,variable-below:var0=10
4931,4931.xml,var0,1,started,started,,100,99,False,OK,variable-below:var0=100
4933,4933.xml,var0,1,started,started,,20,19,False,OK,variable-below:var0=20
4933,4933.xml,var0,1,started,started,,20,19,False,OK,variable-below:var0=20
4933,4933.xml,var0,1,started,started,,20,19,False,OK,variable-below:var0=20
4933,4933.xml,var0,1,started,started,,20,19,False,OK,variable-below:var0=20
4933,4933.xml,var0,1,started,started,,20,19,False,OK,variable-below:var0=20
49604,49604.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
49607,49607.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
49607,49607.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
49609,49609.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
49612,49612.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
49613,49613.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
49613,49613.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
49615,49615.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
49702,49702.xml,var0,1,started,started,1,6,5,False,OK,variable-below:var0=6
49706,49706.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
49707,49707.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
49710,49710.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
49711,49711.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
49711,49711.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
49712,49712.xml,var0,1,started,started,1,6,5,False,OK,variable-below:var0=6
49715,49715.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
49715,49715.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
49715,49715.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
49715,49715.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
49715,49715.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
49715,49715.xml,var0,1,started,started,1,10,9,False,OK,variable-below:var0=10
50068,50068.xml,var1,1,started,started,1,15,13,False,OK,variable-below:var1=14
50069,50069.xml,var1,1,started,started,1,15,13,False,OK,variable-below:var1=14
50072,50072.xml,var1,1,started,started,1,6,4,False,OK,variable-below:var1=5
50073,50073.xml,var1,1,started,started,1,15,13,False,OK,variable-below:var1=14
50074,50074.xml,var1,1,started,started,1,15,13,False,OK,variable-below:var1=14
50076,50076.xml,var1,1,started,started,1,15,9,True,OK,variable-below:var1=10
50077,50077.xml,var1,1,started,started,1,63,29,True,OK,variable-below:var1=30
50078,50078.xml,var1,1,started,started,1,63,29,True,OK,variable-below:var1=30
50091,50091.xml,var1,1,started,started,1,15,13,False,OK,variable-below:var1=14
50092,50092.xml,var1,1,started,started,1,15,13,False,OK,variable-below:var1=14
50097,50097.xml,var1,1,started,started,1,25,23,False,OK,variable-below:var1=24
50098,50098.xml,var1,1,started,started,1,25,23,False,OK,variable-below:var1=24
50104,50104.xml,var1,1,started,started,1,15,13,False,OK,variable-below:var1=14
50105,50105.xml,var1,1,started,started,1,15,13,False,OK,variable-below:var1=14
50110,50110.xml,var1,1,started,started,1,7,3,False,OK,"variable-is:var0=0,variable-below:var1=4"
50110,50110.xml,var1,1,started,reward,0,7,,False,UNBOUNDED,"variable-is:var0=0,variable-at-least:var1=4"
50111,50111.xml,var1,1,started,started,1,7,3,False,OK,"variable-is:var0=0,variable-below:var1=4"
50111,50111.xml,var1,1,started,reward,0,7,,False,UNBOUNDED,"variable-is:var0=0,variable-at-least:var1=4"
50129,50129.xml,var1,1,started,started,1,20,18,False,OK,variable-below:var1=19
51076,51076.xml,var1,1,started,started,1,10,8,False,OK,variable-below:var1=9
51077,51077.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
51078,51078.xml,var1,1,started,started,1,30,28,False,OK,variable-below:var1=29
51097,51097.xml,var1,1,started,started,1,25,23,False,OK,variable-below:var1=24
51098,51098.xml,var1,1,started,started,1,25,23,False,OK,variable-below:var1=24
51110,51110.xml,var0,1,started,started,1,63,3,False,OK,variable-below:var0=4
51111,51111.xml,var0,1,started,started,1,63,3,False,OK,variable-below:var0=4
51129,51129.xml,var1,1,started,started,1,20,18,False,OK,variable-below:var1=19
80214,80214.xml,var0,1,started,started,1,100,99,False,OK,variable-below:var0=100
80223,80223.xml,var0,1,started,started,1,100,99,False,OK,variable-below:var0=100
